postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1074 XT Amsterdam;Tweede Jan van der Heijdenstraat 91 D;52.35390000;4.90420000;440000;68;205;2;1880;0;appartement;21;4
1053 BX Amsterdam;Ten Katestraat 45 2;52.36680000;4.86810000;239000;42;136;1;1906;0;appartement;29;2
1106 SX Amsterdam;Parkhof 45;52.29910000;4.97540000;292500;122;325;3;1993;1;woonhuis;24;4
1012 WP Amsterdam;Singel 463 F;52.37350000;4.89510000;1500000;125;423;1;1997;0;appartement;20;2
1025 CW Amsterdam;Dijkwater 225;52.39900000;4.93610000;211000;0;0;1;0;0;onbekend;1;1
1062 CG Amsterdam;Theodoor van Hoytemastraat 25;52.35480000;4.83810000;347500;110;330;1;2003;0;appartement;22;4
1075 AA Amsterdam;Koningslaan;52.35180000;4.85860000;8500000;542;2318;5;1907;1;woonhuis;16;11
1072 TN Amsterdam;Eerste Jan van der Heijdenstraat 103 II;52.35350000;4.89020000;325000;50;158;1;1897;0;appartement;20;2
1017 GA Amsterdam;Kerkstraat 11 -C;52.36300000;4.89240000;499000;82;280;1;1906;0;appartement;22;3
1074 EN Amsterdam;Kuipersstraat 86 I-IV;52.35390000;4.90420000;750000;125;391;4;1906;1;appartement;37;5
1107 AX Amsterdam;Wethouder In 't Veldstraat 49;52.29320000;4.98030000;155000;65;202;1;1984;1;appartement;20;3
1107 PV Amsterdam;Toutenburgstraat 52;52.29320000;4.98030000;150000;70;210;4;1984;0;appartement;25;3
1017 JA Amsterdam;Kerkstraat 360 A;52.36300000;4.89240000;699027;122;396;3;1989;1;appartement;43;4
1087 EN Amsterdam;IJburglaan 933;52.35390000;5.00050000;385000;94;292;1;2009;0;appartement;16;3
1025 NP Amsterdam;Noord-Bevelandstraat 15;52.39900000;4.93610000;235000;64;310;2;1932;1;woonhuis;29;3
1058 CA Amsterdam;Curaçaostraat 82 I;52.35790000;4.85100000;295000;59;194;1;1935;0;appartement;18;4
1094 CW Amsterdam;Delistraat 28 hs;52.36260000;4.93600000;300000;55;229;1;1903;1;appartement;25;2
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 108);52.36660000;4.95200000;195500;42;105;1;2011;0;appartement;6;1
1011 NA Amsterdam;Valkenburgerstraat 138 -L;52.37100000;4.90410000;400000;122;342;1;2014;0;appartement;25;3
1055 DK Amsterdam;Leeuwendael (Bouwnr. 11);52.38020000;4.85240000;432000;112;337;3;2017;1;woonhuis;12;5
1053 LV Amsterdam;Nassaukade 333 -hs;52.36680000;4.86810000;595000;110;295;2;1906;0;appartement;33;4
1054 HG Amsterdam;Overtoom 147 II;52.36170000;4.86690000;650000;116;452;2;1882;0;appartement;30;4
1106 GP Amsterdam;Mijndenhof 62;52.29910000;4.97540000;289500;120;287;3;1981;1;woonhuis;21;5
1086 ZR Amsterdam;Zeeburgerbaai bwnr. 1 (Bouwnr. 0);52.36280000;4.98190000;620000;155;589;3;2017;1;woonhuis;7;5
1102 SR Amsterdam;Anna Blamansingel 1;52.31660000;4.95170000;239500;101;294;8;2006;0;appartement;18;3
1019 PE Amsterdam;Bogortuin 205;52.37330000;4.93910000;495000;117;361;1;1991;1;appartement;29;3
1069 HK Amsterdam;Lederambachtstraat 180;52.35560000;4.79070000;200000;84;252;1;2004;0;appartement;31;3
1012 EL Amsterdam;Oudezijds Voorburgwal 85 1;52.37350000;4.89510000;610000;85;280;1;1650;0;appartement;27;3
1059 WE Amsterdam;De Lierhof 40;52.34880000;4.84680000;425000;84;204;1;2001;0;appartement;19;3
1056 EP Amsterdam;Joos Banckersweg 14 2;52.37320000;4.85600000;300000;76;246;1;1939;0;appartement;33;3
1018 ZW Amsterdam;Windroosplein 198;52.36760000;4.91840000;400000;52;166;7;1989;0;appartement;22;2
1019 DN Amsterdam;Oostelijke Handelskade 1209;52.37330000;4.93910000;500000;94;265;1;1997;0;appartement;40;3
1013 GP Amsterdam;Korte Prinsengracht 73 III;52.38770000;4.88390000;430000;76;208;1;1960;0;appartement;31;3
1013 ER Amsterdam;Haarlemmerstraat 18 A;52.38770000;4.88390000;989000;159;441;4;1993;0;appartement;38;8
1072 JC Amsterdam;Cornelis Trooststraat 53 -II;52.35350000;4.89020000;325000;56;186;1;1904;0;appartement;11;3
1082 LT Amsterdam;Arent Janszoon Ernststraat;52.33110000;4.87420000;675000;118;310;5;2004;0;appartement;24;5
1057 BB Amsterdam;Orteliusstraat 24 II&III;52.36770000;4.85510000;455000;116;356;2;1931;0;appartement;31;6
1092 BV Amsterdam;Tweede Oosterparkstraat 318;52.35650000;4.92280000;595000;136;401;2;1892;0;appartement;29;4
1068 LZ Amsterdam;Osdorper Ban 285;52.35920000;4.80520000;199000;67;238;1;1960;0;appartement;20;3
1019 KJ Amsterdam;Borneolaan 218;52.37330000;4.93910000;335000;74;195;1;1990;0;appartement;24;3
1069 GA Amsterdam;Osdorper Ban 587;52.35560000;4.79070000;275000;92;290;12;2007;0;appartement;31;3
1082 CT Amsterdam;Boeckenburg 29;52.33110000;4.87420000;199000;67;200;1;1960;0;appartement;12;2
1019 HW Amsterdam;Borneolaan 1;52.37330000;4.93910000;40000;0;0;1;0;0;onbekend;1;1
1063 BN Amsterdam;Burgemeester De Vlugtlaan 287;52.38140000;4.82590000;160000;58;151;1;1958;0;appartement;23;2
1087 JC Amsterdam;Maria Austriastraat 680;52.35390000;5.00050000;344000;126;378;7;2005;0;appartement;18;3
1078 ST Amsterdam;Uithoornstraat 23 II;52.34640000;4.89770000;369000;74;242;1;1922;0;appartement;29;4
1013 SN Amsterdam;Assendelftstraat 13;52.38770000;4.88390000;325000;65;195;4;1980;0;appartement;28;3
1094 HB Amsterdam;Javastraat 91 -III;52.36260000;4.93600000;200000;31;104;1;1903;0;appartement;30;2
1074 CL Amsterdam;Tweede Jan Steenstraat 75 4 V;52.35390000;4.90420000;188800;24;74;5;1906;0;appartement;21;1
1021 NN Amsterdam;Buitendraaierij 38;52.38460000;4.91720000;255000;0;0;1;0;0;onbekend;1;1
1066 SL Amsterdam;Berlaarstraat 68;52.34600000;4.81630000;305000;103;265;2;1995;1;woonhuis;22;4
1087 CL Amsterdam;IJburglaan 785;52.35390000;5.00050000;280000;0;0;1;0;0;onbekend;1;1
1035 CV Amsterdam;Wipmolen 13;52.41960000;4.89440000;199000;97;304;1;1969;0;appartement;17;4
1052 LW Amsterdam;Hugo de Grootkade 70 B;52.37700000;4.87400000;450000;89;240;1;2004;0;appartement;25;3
1096 AK Amsterdam;State Amsterdam;52.33870000;4.91970000;570977;103;268;1;2019;0;appartement;6;3
1063 MH Amsterdam;Jan de Jonghkade 66;52.38140000;4.82590000;289000;95;285;1;1999;0;appartement;28;3
1072 VK Amsterdam;Gerard Doustraat 31 HS;52.35350000;4.89020000;299000;50;180;1;1906;1;appartement;16;3
1053 XD Amsterdam;Da Costakade 168 C;52.36680000;4.86810000;200000;29;93;1;1893;0;appartement;17;2
1075 HD Amsterdam;Johannes Verhulststraat 184 bv;52.35180000;4.85860000;1200000;155;481;2;1908;1;appartement;29;5
1016 EK Amsterdam;Keizersgracht 403 I;52.37090000;4.88160000;1250000;145;448;1;1669;0;appartement;44;4
1059 TB Amsterdam;Abbenesstraat 11 III;52.34880000;4.84680000;399000;103;350;2;1935;0;appartement;24;6
1053 ST Amsterdam;Jan Hanzenstraat 80;52.36680000;4.86810000;550000;85;299;3;2011;1;woonhuis;33;3
1055 NZ Amsterdam;Doggersbankstraat 22 2;52.38020000;4.85240000;235000;48;155;1;1936;0;appartement;21;3
1016 DH Amsterdam;Westermarkt 7 II;52.37090000;4.88160000;600000;115;357;3;1906;1;appartement;36;4
1058 TE Amsterdam;Woestduinstraat 22;52.35790000;4.85100000;845000;126;325;2;1956;1;appartement;28;5
1071 MK Amsterdam;Valeriusstraat 40 2;52.35520000;4.87890000;1050000;143;497;2;1906;1;appartement;30;4
1055 RZ Amsterdam;Nieuwpoortstraat 86 A 9;52.38020000;4.85240000;408500;83;294;1;2017;0;appartement;20;2
1019 AZ Amsterdam;Panamalaan 174;52.37330000;4.93910000;450000;120;395;2;2000;0;appartement;39;5
1019 HD Amsterdam;Veembroederhof 221;52.37330000;4.93910000;500000;113;250;6;2001;0;appartement;34;3
1013 KN Amsterdam;Grote Bickersstraat 39 hs;52.38770000;4.88390000;265000;43;165;1;1906;0;appartement;27;2
1066 WH Amsterdam;Schaarbeekstraat 24;52.34600000;4.81630000;319500;120;335;3;1991;1;woonhuis;26;5
1016 CE Amsterdam;Herengracht 326 III;52.37090000;4.88160000;749000;85;287;2;1899;0;appartement;18;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 D5;52.38020000;4.85240000;420000;84;244;2;2017;1;appartement;20;3
1075 TE Amsterdam;Sluisstraat 18 I;52.35180000;4.85860000;289000;50;166;1;1912;0;appartement;12;2
1104 HA Amsterdam;Kantershof 461;52.31640000;4.97760000;150000;50;183;1;1973;1;woonhuis;17;2
1092 HE Amsterdam;Transvaalstraat 93 B-I;52.35650000;4.92280000;200000;46;151;1;1938;0;appartement;12;2
1025 ZC Amsterdam;Amerbos 203;52.39900000;4.93610000;292500;140;432;3;1969;1;woonhuis;31;4
1067 EH Amsterdam;Wigbolt Ripperdastraat 72;52.37860000;4.79870000;275000;120;325;2;2005;0;appartement;21;3
1064 DC Amsterdam;Dom H. van der Laanstraat 20;52.37420000;4.82180000;425000;126;469;3;1999;1;woonhuis;31;6
1017 DP Amsterdam;Keizersgracht 537;52.36300000;4.89240000;1400000;143;495;4;1906;0;woonhuis;2;6
1092 AW Amsterdam;Oosterpark 85 hs;52.35650000;4.92280000;500000;86;368;2;1884;1;appartement;30;4
1087 KH Amsterdam;Maria Austriastraat 732;52.35390000;5.00050000;23000;0;0;1;0;0;parkeergelegenheid;1;1
1063 BK Amsterdam;Burgemeester De Vlugtlaan 145 C;52.38140000;4.82590000;225000;86;257;3;1958;0;appartement;19;4
1016 GX Amsterdam;Prinsengracht 309 311;52.37090000;4.88160000;75000;0;0;1;0;0;parkeergelegenheid;1;1
1017 KH Amsterdam;Prinsengracht 512 II;52.36300000;4.89240000;425000;72;277;1;1906;0;appartement;24;2
1069 EE Amsterdam;Langswater 600;52.35560000;4.79070000;175000;70;210;13;1967;0;appartement;18;4
1012 BH Amsterdam;Geldersekade 6;52.37350000;4.89510000;2850000;450;1473;6;1906;1;woonhuis;54;12
1017 SW Amsterdam;Tweede Weteringdwarsstraat 10;52.36300000;4.89240000;1275000;170;560;4;1864;1;woonhuis;32;7
1051 NV Amsterdam;Haarlemmerweg 259 C;52.38180000;4.87170000;350000;82;246;1;1998;0;appartement;17;3
1012 JS Amsterdam;Dam 5 /Y;52.37350000;4.89510000;9100000;305;1200;1;2017;1;appartement;20;6
1072 SL Amsterdam;Van Ostadestraat 5 -IV;52.35350000;4.89020000;399500;57;181;1;1906;0;appartement;24;3
1075 PT Amsterdam;Lomanstraat 25 boven;52.35180000;4.85860000;1045000;156;542;2;1913;0;appartement;31;5
1015 SC Amsterdam;Tweede Egelantiersdwarsstraat 22 I;52.37840000;4.88360000;219000;24;79;1;1737;1;appartement;19;2
1025 NP Amsterdam;Noord-Bevelandstraat 13;52.39900000;4.93610000;279500;64;312;3;1932;1;woonhuis;18;4
1016 VT Amsterdam;Looiersgracht 120 PP;52.37090000;4.88160000;95000;0;0;1;0;0;parkeergelegenheid;5;1
1069 DA Amsterdam;Wolbrantskerkweg 104 D;52.35560000;4.79070000;225000;90;245;10;2004;0;appartement;17;3
1051 JK Amsterdam;Rochussenstraat 9 I;52.38180000;4.87170000;220000;37;120;1;1906;0;appartement;13;2
1071 XB Amsterdam;Ruysdaelstraat 79 A;52.35520000;4.87890000;2120000;244;735;2;2017;1;appartement;10;5
1015 BS Amsterdam;Herengracht 100 hs V;52.37840000;4.88360000;995000;188;725;2;1620;0;appartement;27;5
1051 VC Amsterdam;Van der Hoopstraat 65 III;52.38180000;4.87170000;250000;44;106;1;1906;0;appartement;17;2
1077 LA Amsterdam;Prinses Margrietstraat 52;52.34600000;4.87380000;2300000;250;930;3;1945;1;woonhuis;44;8
1063 ML Amsterdam;Willem Kraanstraat 52;52.38140000;4.82590000;195000;0;0;1;0;0;onbekend;1;1
1069 GD Amsterdam;Akerwateringstraat 149;52.35560000;4.79070000;200000;100;300;2;1996;0;appartement;29;4
1011 MH Amsterdam;Valkenburgerstraat 141 A+B;52.37100000;4.90410000;440000;119;358;1;1999;0;appartement;33;3
1054 AJ Amsterdam;Alberdingk Thijmstraat 10 C;52.36170000;4.86690000;949000;149;516;2;1898;1;appartement;34;5
1102 TS Amsterdam;Barbusselaan 7;52.31660000;4.95170000;155000;84;258;1;1984;0;appartement;18;4
1082 VJ Amsterdam;Valkhof 38;52.33110000;4.87420000;275000;77;216;1;1963;0;appartement;19;4
1108 DP Amsterdam;Leusdenhof 306;52.30820000;4.98070000;150000;70;182;1;1980;0;appartement;15;3
1083 HC Amsterdam;Mensinge 34;52.33020000;4.88440000;569000;161;470;11;1970;0;appartement;16;4
1087 EN Amsterdam;Diemerparklaan;52.35390000;5.00050000;19750;0;0;1;0;0;onbekend;1;1
1053 DS Amsterdam;Kinkerstraat 223 -F;52.36680000;4.86810000;275000;73;230;1;1981;0;appartement;30;3
1071 LD Amsterdam;Palestrinastraat 19 huis;52.35520000;4.87890000;1650000;218;642;3;1906;1;appartement;29;6
1017 KH Amsterdam;Prinsengracht 494 2;52.36300000;4.89240000;1500000;234;522;2;1906;1;appartement;49;4
1061 BM Amsterdam;Blauwvoetstraat 73;52.37360000;4.83950000;439000;126;461;2;2012;0;appartement;40;4
1013 JW Amsterdam;Vinkenstraat 128 ';52.38770000;4.88390000;530000;116;493;3;1997;0;appartement;25;4
1015 AA Amsterdam;Singel 36 Hs;52.37840000;4.88360000;1650000;204;849;3;1763;1;appartement;42;5
1046 Amsterdam;Limmerick Garagebox/Opslag;52.39150000;4.78470000;19500;0;0;1;0;0;overigaanbod;7;1
1061 GM Amsterdam;Sinjeur Semeynsstraat 76 -II;52.37360000;4.83950000;185000;82;285;1;1945;0;appartement;34;3
1018 EX Amsterdam;Sarphatistraat 77 C;52.36760000;4.91840000;1237500;165;520;2;1906;0;appartement;33;3
1098 BH Amsterdam;Linnaeuskade 35 III;52.35290000;4.94220000;600000;119;217;2;1906;0;appartement;19;4
1017 BM Amsterdam;Reguliersdwarsstraat 46 D;52.36300000;4.89240000;650000;96;290;1;1999;0;appartement;28;3
1094 SM Amsterdam;Sibogastraat 62;52.36260000;4.93600000;450000;100;257;1;1998;0;appartement;30;4
1077 BH Amsterdam;Apollolaan 166;52.34600000;4.87380000;4500000;477;2125;3;1906;1;woonhuis;1;11
1072 RE Amsterdam;Lizzy Ansinghstraat 117;52.35350000;4.89020000;300000;59;187;1;1986;1;appartement;17;2
1104 HL Amsterdam;Kouwenoordweg 14;52.31640000;4.97760000;250000;166;559;3;2011;1;woonhuis;28;7
1074 VR Amsterdam;Pieter Aertszstraat 121 1;52.35390000;4.90420000;239000;37;116;1;1912;0;appartement;17;2
1086 XZ Amsterdam;Jan Olphert Vaillantlaan 49 A;52.36280000;4.98190000;300000;69;190;1;2005;1;appartement;19;3
1016 GE Amsterdam;Keizersgracht 456 A;52.37090000;4.88160000;850000;107;383;1;1680;1;appartement;23;4
1021 VL Amsterdam;Mezenstraat 44;52.38460000;4.91720000;300000;86;314;2;1931;0;appartement;36;5
1076 TR Amsterdam;Sportstraat 41 -2;52.34550000;4.86070000;289000;52;140;1;1926;0;appartement;18;3
1066 TH Amsterdam;Oudenaardeplantsoen 15;52.34600000;4.81630000;359000;113;325;3;1995;1;woonhuis;21;5
1017 JW Amsterdam;Prinsengracht 711 A;52.36300000;4.89240000;895000;132;366;1;1923;1;appartement;26;3
1060 MG Amsterdam;Groenlandstraat 28;52.34910000;4.78350000;450000;154;435;3;2003;1;woonhuis;31;7
1019 DK Amsterdam;Entrepothof 55;52.37330000;4.93910000;40000;0;0;1;0;0;onbekend;1;1
1011 CP Amsterdam;Nieuwe Ridderstraat 6;52.37100000;4.90410000;650000;105;284;3;1906;0;woonhuis;9;3
1078 PX Amsterdam;Rijnstraat 49 -3;52.34640000;4.89770000;269500;53;138;1;1906;0;appartement;20;3
1052 VG Amsterdam;Gillis van Ledenberchstraat 2 G;52.37700000;4.87400000;425000;80;248;1;1924;0;appartement;19;2
1056 CN Amsterdam;Hoofdweg 349 hs;52.37320000;4.85600000;265000;59;207;1;1927;1;appartement;21;2
1060 TV Amsterdam;Pieter Calandlaan 616;52.34910000;4.78350000;249500;95;240;1;1998;0;appartement;1;3
1012 DT Amsterdam;Oudezijds Achterburgwal 126 E;52.37350000;4.89510000;599000;112;327;3;1664;0;appartement;20;4
1068 ZT Amsterdam;Kweekhoven 10;52.35920000;4.80520000;400000;151;582;4;2009;0;woonhuis;29;7
1017 BA Amsterdam;Beulingstraat 2 E;52.36300000;4.89240000;750000;91;270;1;1906;0;appartement;19;3
1094 HX Amsterdam;Javaplein 20 A;52.36260000;4.93600000;225000;39;137;1;1916;1;appartement;20;2
1011 LM Amsterdam;Nieuwe Uilenburgerstraat 3 w;52.37100000;4.90410000;375000;62;185;1;1988;0;appartement;30;2
1095 MS Amsterdam;Zeeburger Zilt 2 (Bouwnr. 173);52.36660000;4.95200000;373059;104;260;1;2011;0;appartement;4;4
1069 MN Amsterdam;Zwarte Pad 10;52.35560000;4.79070000;498000;0;0;1;0;0;onbekend;1;1
1017 EX Amsterdam;Keizersgracht 746 3;52.36300000;4.89240000;725000;90;298;1;1906;1;appartement;23;3
1075 SH Amsterdam;Zeilstraat 20 I;52.35180000;4.85860000;299000;67;223;1;1912;0;appartement;13;3
1097 VE Amsterdam;Middenweg 548;52.34650000;4.93010000;199000;48;144;1;1926;1;appartement;16;2
1015 DR Amsterdam;Prinsengracht 145 A+C;52.37840000;4.88360000;1155000;185;419;5;1785;0;appartement;31;7
1058 GX Amsterdam;Antillenstraat 21 III;52.35790000;4.85100000;350000;69;204;1;1930;0;appartement;28;4
1054 ES Amsterdam;Stadhouderskade 20 L;52.36170000;4.86690000;2595000;213;619;1;1991;0;appartement;34;4
1078 DB Amsterdam;Churchill-laan 15;52.34640000;4.89770000;580000;0;0;1;0;0;onbekend;1;1
1058 GA Amsterdam;Saskia van Uijlenburgkade 108;52.35790000;4.85100000;750000;137;427;1;2008;0;appartement;18;4
1071 NX Amsterdam;De Lairessestraat 95 I;52.35520000;4.87890000;1399000;167;649;2;1920;0;appartement;38;5
1103 TX Amsterdam;Bijlmerdreef 1203;52.32310000;4.97220000;245000;74;192;1;2007;0;appartement;1;3
1058 JN Amsterdam;Haarlemmermeerstraat 31 III;52.35790000;4.85100000;775000;145;503;3;1933;0;appartement;36;5
1082 EL Amsterdam;Zuid-Hollandstraat 48 2;52.33110000;4.87420000;260000;78;251;1;1963;0;appartement;23;4
1095 LG Amsterdam;Zeeburgerdijk 712;52.36660000;4.95200000;400000;0;0;1;0;0;onbekend;1;1
1091 CE Amsterdam;Ruyschstraat 70 hs;52.35560000;4.91350000;375000;67;274;1;1898;1;appartement;25;3
1061 GM Amsterdam;Sinjeur Semeynsstraat 76 -III;52.37360000;4.83950000;175000;80;280;1;1945;0;appartement;32;3
1055 TA Amsterdam;Blancefloorstraat 1 I;52.38020000;4.85240000;249000;57;160;1;1939;0;appartement;32;4
1073 GH Amsterdam;Rustenburgerstraat 126 HS;52.35320000;4.89820000;275000;45;135;1;1905;1;appartement;20;2
1053 GS Amsterdam;Jan Pieter Heijestraat 94 -I;52.36680000;4.86810000;180000;27;75;1;1890;0;appartement;9;1
1082 MT Amsterdam;George Gershwinlaan 157;52.33110000;4.87420000;50000;0;0;1;0;0;parkeergelegenheid;3;1
1055 HV Amsterdam;Lucellestraat 33 III;52.38020000;4.85240000;269000;50;131;4;1931;0;appartement;28;3
1087 Amsterdam;Peter Wotkehof;52.35390000;5.00050000;27500;0;0;1;0;0;parkeergelegenheid;1;1
1032 CS Amsterdam;Latherusstraat 27;52.39640000;4.91260000;265000;76;250;2;1934;0;appartement;14;3
1022 AB Amsterdam;Nieuwendammerkade 28 A5;52.39870000;4.92990000;825000;232;599;2;2000;0;appartement;26;5
1059 TR Amsterdam;Westlandgracht 245 II;52.34880000;4.84680000;300000;62;204;1;1935;0;appartement;36;4
1087 CM Amsterdam;Alexandrine Tinnehof;52.35390000;5.00050000;24000;0;0;1;0;0;parkeergelegenheid;2;1
1054 ES Amsterdam;Stadhouderskade 16 B;52.36170000;4.86690000;1900000;224;653;1;1991;0;appartement;27;5
1071 KX Amsterdam;Alexander Boersstraat 6;52.35520000;4.87890000;1695000;174;1583;4;1895;1;woonhuis;32;6
1077 JX Amsterdam;Beethovenstraat 186 IV;52.34600000;4.87380000;850000;165;531;1;1961;0;appartement;30;4
1055 NJ Amsterdam;Gibraltarstraat 41 II;52.38020000;4.85240000;215000;52;136;1;1934;0;appartement;24;3
1053 TA Amsterdam;Schimmelstraat 5 II-III;52.36680000;4.86810000;525000;100;283;2;1906;0;appartement;19;3
1053 PH Amsterdam;Borgerstraat 153 DE;52.36680000;4.86810000;389000;79;220;4;1903;0;appartement;12;3
1024 VB Amsterdam;Groetstraat 127;52.39390000;4.95470000;165000;64;180;1;1966;0;appartement;25;3
1077 EN Amsterdam;Gerrit van der Veenstraat 110 H;52.34600000;4.87380000;1100000;137;658;1;1928;1;appartement;40;4
1054 LC Amsterdam;Frederiksstraat 12 1;52.36170000;4.86690000;295000;0;0;1;0;0;onbekend;1;1
1096 GG Amsterdam;Amstelvlietstraat 329;52.33870000;4.91970000;245000;52;164;7;2013;0;appartement;19;2
1016 AA Amsterdam;Singel 204 A-B;52.37090000;4.88160000;2950000;263;900;1;1925;0;appartement;30;6
1055 RD Amsterdam;Willem de Zwijgerlaan 334 -D14;52.38020000;4.85240000;175000;49;215;1;1959;0;appartement;26;3
1051 KA Amsterdam;Van Bossestraat 40 III/IV;52.38180000;4.87170000;475000;79;264;2;1931;0;appartement;24;3
1065 DB Amsterdam;Jacques Veltmanstraat 181;52.35730000;4.82780000;295000;81;198;1;2003;0;appartement;30;3
1061 DL Amsterdam;Jan van Schaffelaarplantsoen 21 b;52.37360000;4.83950000;230000;58;163;4;1952;0;appartement;23;3
1068 CT Amsterdam;Ruimzicht 176;52.35920000;4.80520000;250000;73;227;1;1967;0;appartement;24;2
1059 XZ Amsterdam;Stolwijkstraat 62 I;52.34880000;4.84680000;295000;59;165;1;1931;0;appartement;23;3
1058 HL Amsterdam;Sloterkade 102;52.35790000;4.85100000;319000;50;150;4;2004;0;appartement;30;2
1060 NP Amsterdam;Pyreneeën 39;52.34910000;4.78350000;475000;153;554;3;1995;1;woonhuis;29;6
1060 RE Amsterdam;Ladogameerhof 155;52.34910000;4.78350000;235000;84;265;2;1999;0;appartement;22;4
1065 LW Amsterdam;Aaf Bouberstraat 152;52.35730000;4.82780000;249000;0;0;1;0;0;onbekend;1;1
1071 DP Amsterdam;Johannes Vermeerstraat 87 Huis;52.35520000;4.87890000;830000;134;486;1;1912;1;appartement;27;4
1075 CJ Amsterdam;Koninginneweg 81 hs;52.35180000;4.85860000;1295000;223;641;3;1897;1;appartement;41;5
1052 CV Amsterdam;Nassaukade 86 3;52.37700000;4.87400000;550000;103;367;1;1887;0;appartement;19;2
1075 GP Amsterdam;Valeriusstraat 286 III;52.35180000;4.85860000;850000;139;383;3;1906;0;appartement;32;6
1011 TZ Amsterdam;Rapenburg 72;52.37100000;4.90410000;485000;84;276;4;1906;0;appartement;24;3
1059 AH Amsterdam;Aalsmeerweg 127 I;52.34880000;4.84680000;289000;61;202;1;1906;0;appartement;21;3
1067 RK Amsterdam;Van Karnebeekstraat 14;52.37860000;4.79870000;530000;156;405;3;2010;1;woonhuis;29;5
1018 MM Amsterdam;Johanna ter Meulenplein 20;52.36760000;4.91840000;295000;54;135;1;1991;0;appartement;32;2
1097 RG Amsterdam;Réaumurstraat 6;52.34650000;4.93010000;450000;69;204;2;1906;1;woonhuis;37;3
1057 WS Amsterdam;Marco Polostraat 70 hs;52.36770000;4.85510000;370000;72;215;1;1929;1;appartement;18;3
1087 DK Amsterdam;Bert Haanstrakade 234;52.35390000;5.00050000;500000;139;435;2;2007;0;appartement;34;4
1025 MT Amsterdam;Diopter 154;52.39900000;4.93610000;350000;117;310;3;1998;0;woonhuis;18;4
1083 EA Amsterdam;Van Nijenrodeweg 5 .;52.33020000;4.88440000;170000;34;95;1;1955;0;appartement;19;2
1095 JK Amsterdam;Valentijnkade 50 III;52.36660000;4.95200000;399000;92;217;2;1926;0;appartement;24;4
1057 BJ Amsterdam;Orteliusstraat 156 III-IV;52.36770000;4.85510000;319000;70;235;2;1926;1;appartement;24;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 B7;52.38020000;4.85240000;420000;89;314;1;2017;1;appartement;19;2
1081 EA Amsterdam;Bolestein 198;52.32780000;4.86200000;325000;93;302;1;1969;0;appartement;19;4
1073 TV Amsterdam;Van Ostadestraat 240 I;52.35320000;4.89820000;299000;51;148;1;1906;0;appartement;25;2
1032 LP Amsterdam;Johan van Hasseltkade 292;52.39640000;4.91260000;1200000;203;659;1;2015;0;appartement;30;4
1052 XZ Amsterdam;Frederik Hendrikplantsoen 102 IV;52.37700000;4.87400000;400000;79;215;1;1910;0;appartement;18;4
1087 MH Amsterdam;Loet C. Barnstijnstraat 3;52.35390000;5.00050000;400000;100;355;3;2007;0;woonhuis;29;4
1081 KK Amsterdam;Gaffelaarspad 34 *;52.32780000;4.86200000;1095000;170;405;1;2001;0;appartement;17;4
1103 AT Amsterdam;Endumeni 14;52.32310000;4.97220000;300000;129;460;3;2007;1;woonhuis;39;5
1103 DD Amsterdam;Joke Smitstraat 9;52.32310000;4.97220000;300000;145;388;3;1997;1;woonhuis;37;5
1083 GA Amsterdam;Weerdestein 31;52.33020000;4.88440000;450000;135;351;1;1968;0;appartement;20;4
1066 SL Amsterdam;Berlaarstraat 385;52.34600000;4.81630000;525000;170;570;3;1994;1;woonhuis;49;6
1068 PA Amsterdam;Jan Ligthartstraat 8;52.35920000;4.80520000;31000;0;0;1;0;0;parkeergelegenheid;2;1
1017 ZV Amsterdam;Nicolaas Witsenkade 46 A;52.36300000;4.89240000;1395000;225;670;2;1906;0;appartement;39;6
1065 EW Amsterdam;Van Mourik Broekmanstraat 8 III;52.35730000;4.82780000;200000;73;235;1;1960;0;appartement;18;3
1053 DT Amsterdam;Kinkerstraat 12 C II;52.36680000;4.86810000;200000;41;131;1;1888;0;appartement;18;2
1083 DB Amsterdam;Kanteel 64;52.33020000;4.88440000;398000;100;295;4;1987;0;appartement;19;3
1015 DT Amsterdam;Prinsengracht 211 E;52.37840000;4.88360000;640000;83;217;1;1680;0;appartement;28;3
1076 KS Amsterdam;Argonautenstraat 50 I;52.34550000;4.86070000;325000;62;210;1;1935;0;appartement;11;3
1052 LT Amsterdam;Hugo de Grootkade 42 HS;52.37700000;4.87400000;275000;47;118;1;1894;1;appartement;23;2
1058 HV Amsterdam;Andreas Schelfhoutstraat 30;52.35790000;4.85100000;239500;0;0;1;0;0;onbekend;1;1
1035 VL Amsterdam;Amoebastraat 36;52.41960000;4.89440000;250000;97;450;3;1956;1;woonhuis;35;5
1077 RW Amsterdam;Stadionweg 41 I;52.34600000;4.87380000;750000;146;510;1;1931;0;appartement;27;4
1012 HL Amsterdam;Pieter Jacobszstraat 10 (C)*;52.37350000;4.89510000;325000;59;183;1;1989;0;appartement;20;2
1068 NM Amsterdam;Pieter Calandlaan 461;52.35920000;4.80520000;275000;130;390;3;1969;1;woonhuis;11;5
1091 TN Amsterdam;Overamstelstraat 10 /III;52.35560000;4.91350000;545000;107;328;2;1900;0;appartement;31;3
